#,Brand,Industry,Times Advertised,Unique Profiles,Decision Maker,Role,Email,Influencer1,Role,Email,Influencer2,Role,Email,Influencer3,Role,Email,Influencer4,Role,Email,Variants Merged,All Variants
1736.0,WEIRDO,Entertainment,14.0,4.0,,,,,,,,,,,,,,,,1.0,
1737.0,MariVian Beauty,Beauty,14.0,4.0,,,,,,,,,,,,,,,,3.0,Mari Vian Beauty | MariVian Beauty | Marivian.beauty
1738.0,Motohouse Tamias,Automotive,14.0,2.0,,,,,,,,,,,,,,,,2.0,Moto House Tamias | Motohouse Tamias
1739.0,Columbia,Apparel,14.0,11.0,,,,,,,,,,,,,,,,1.0,
1740.0,Klorane,Beauty,14.0,9.0,,,,,,,,,,,,,,,,1.0,
1741.0,Katogi Averoff,Beverage,14.0,3.0,,,,,,,,,,,,,,,,1.0,
1742.0,Kalogirou,Fashion,14.0,12.0,,,,,,,,,,,,,,,,1.0,
1743.0,Hot Wheels,Family,14.0,11.0,,,,,,,,,,,,,,,,1.0,
1744.0,La Boboniera,Fashion,14.0,4.0,,,,,,,,,,,,,,,,2.0,La Boboniera | La Bononiera
1745.0,sueLa,Beauty,14.0,2.0,,,,,,,,,,,,,,,,1.0,
1746.0,Tesoro,Nutrition,14.0,5.0,,,,,,,,,,,,,,,,1.0,
1747.0,Mosty,Fashion,14.0,6.0,,,,,,,,,,,,,,,,1.0,
1748.0,Xeni Wellness,Beauty,14.0,4.0,,,,,,,,,,,,,,,,2.0,Xeni Wellness | xeniwellness
1749.0,EatMe.gr,Cooking,14.0,1.0,,,,,,,,,,,,,,,,1.0,
1750.0,easy 97.2,Entertainment,14.0,2.0,,,,,,,,,,,,,,,,1.0,
1751.0,Ooni,Cooking Appliances,14.0,4.0,,,,,,,,,,,,,,,,1.0,
1752.0,LOLA,Fashion,14.0,2.0,,,,,,,,,,,,,,,,1.0,
1753.0,PhiBrows,Beauty,14.0,2.0,,,,,,,,,,,,,,,,1.0,
1754.0,MADWALK,Entertainment,14.0,11.0,,,,,,,,,,,,,,,,1.0,
1755.0,Lunu Athens,Entertainment,14.0,7.0,,,,,,,,,,,,,,,,1.0,
1756.0,Christmas Theater,Entertainment,14.0,5.0,,,,,,,,,,,,,,,,1.0,
1757.0,Chupa Chups,Beverages / Confectionery,14.0,14.0,,,,,,,,,,,,,,,,1.0,
1758.0,AKTOR,Business,14.0,8.0,,,,,,,,,,,,,,,,1.0,
1759.0,Bonendis,Fashion,14.0,9.0,,,,,,,,,,,,,,,,1.0,
1760.0,The Pink Stuff,Cleaning Products,14.0,6.0,,,,,,,,,,,,,,,,1.0,
1761.0,Thanos Petrelis,Entertainment,14.0,3.0,,,,,,,,,,,,,,,,1.0,
1762.0,Balea,Beauty,14.0,9.0,,,,,,,,,,,,,,,,1.0,
1763.0,MEMORIA,Beauty,14.0,7.0,,,,,,,,,,,,,,,,1.0,
1764.0,Minecraft,Entertainment,14.0,12.0,,,,,,,,,,,,,,,,1.0,
1765.0,"Minos EMI, A Universal Music Company",Music,14.0,3.0,,,,,,,,,,,,,,,,1.0,
1766.0,Soft Like Butter,Beauty,14.0,10.0,,,,,,,,,,,,,,,,1.0,
1767.0,Motel Rocks,Fashion,14.0,6.0,,,,,,,,,,,,,,,,1.0,
1768.0,MYA COLLECTION by Dimitra Nika,Fashion,14.0,3.0,,,,,,,,,,,,,,,,1.0,
1769.0,Myloi Agiou Georgiou,Food,14.0,6.0,,,,,,,,,,,,,,,,1.0,
1770.0,Ekdoseis Pataki,Book Publishing,14.0,5.0,,,,,,,,,,,,,,,,1.0,
1771.0,Sprayground,Fashion,14.0,9.0,,,,,,,,,,,,,,,,1.0,
1772.0,BILLYGRAM VIDEO COURSE,Business,14.0,2.0,,,,,,,,,,,,,,,,1.0,
1773.0,Sebastian Professional,Beauty,14.0,13.0,,,,,,,,,,,,,,,,2.0,Sebastian Fitzek | Sebastian Professional
1774.0,Ekdoseis Oxy,Entertainment,14.0,2.0,,,,,,,,,,,,,,,,2.0,Ekdoseis Oxy | Ekdoseis Oxy (Oxy Publications)
1775.0,ESTIA,Beauty,14.0,11.0,,,,,,,,,,,,,,,,1.0,
1776.0,Gordo,Fast Food / Restaurant,14.0,11.0,,,,,,,,,,,,,,,,1.0,
1777.0,Jannis,Food,14.0,10.0,,,,,,,,,,,,,,,,1.0,
1778.0,Jeffree Star Cosmetics,Beauty,14.0,10.0,,,,,,,,,,,,,,,,1.0,
1779.0,Golden Hall,Lifestyle,14.0,10.0,,,,,,,,,,,,,,,,1.0,
1780.0,iStorm,Business,14.0,14.0,,,,,,,,,,,,,,,,1.0,
1781.0,Telis Kikeris,Beauty,14.0,11.0,,,,,,,,,,,,,,,,2.0,Telis Kikeris | Telis Kikeris Hair & Beauty
1782.0,Blue Blue Beachwear,Fashion,14.0,5.0,,,,,,,,,,,,,,,,2.0,Blue Blue Beachwear | Blueblue Beachwear
1783.0,Ithaki Restaurant,Food,14.0,3.0,,,,,,,,,,,,,,,,1.0,
1784.0,Costa Navarino,Hospitality,14.0,11.0,,,,,,,,,,,,,,,,1.0,
1785.0,DLV by Darlin,Fashion,14.0,2.0,,,,,,,,,,,,,,,,1.0,
1786.0,El Greco,Entertainment & Hospitality,14.0,9.0,,,,,,,,,,,,,,,,1.0,
1787.0,En Lefko 87.7,Entertainment,14.0,2.0,,,,,,,,,,,,,,,,1.0,
1788.0,Five Guys,Fast Food,14.0,14.0,,,,,,,,,,,,,,,,1.0,
1789.0,Harmony Homewear,Apparel & Fashion,14.0,8.0,,,,,,,,,,,,,,,,1.0,
1790.0,Gratsi,Alcoholic Beverages,14.0,2.0,,,,,,,,,,,,,,,,1.0,
1791.0,eShop4all.gr,Baby Products,14.0,6.0,,,,,,,,,,,,,,,,1.0,
1792.0,Relief Time Clinic,Health,14.0,12.0,,,,,,,,,,,,,,,,2.0,Relief Time Clinic | ReliefTime
1793.0,Toi&Moi,Fashion,14.0,9.0,,,,,,,,,,,,,,,,2.0,Toi&Moi | Toi&moi Fashion
1794.0,WellNutrition,Fitness,14.0,2.0,,,,,,,,,,,,,,,,1.0,
1795.0,Zontes,Automotive,14.0,3.0,,,,,,,,,,,,,,,,1.0,
1796.0,Vegan Life NGO,Non-Profit,14.0,3.0,,,,,,,,,,,,,,,,1.0,
1797.0,Diptyque,Beauty,14.0,13.0,,,,,,,,,,,,,,,,2.0,Diptyque | Diptyque Paris
1798.0,Amika,Beauty,14.0,12.0,,,,,,,,,,,,,,,,1.0,
1799.0,Hollywood Clinic,Aesthetic Services / Beauty,14.0,5.0,,,,,,,,,,,,,,,,2.0,Hollywood Clinic | Hollywoodbets
1800.0,Amstel,Alcoholic Beverages,14.0,11.0,,,,,,,,,,,,,,,,1.0,
1801.0,Elena Cooks,Food,14.0,4.0,,,,,,,,,,,,,,,,2.0,Elena Cooks | ElenaCooks.gr
1802.0,Ladiopis,Beauty,14.0,9.0,,,,,,,,,,,,,,,,1.0,
1803.0,Land Rover,Automotive,14.0,14.0,,,,,,,,,,,,,,,,1.0,
1804.0,Dainese,Apparel / Motorcycle Gear,13.0,10.0,,,,,,,,,,,,,,,,1.0,
1805.0,Das Home,Home,13.0,6.0,,,,,,,,,,,,,,,,1.0,
1806.0,AYBL,Apparel & Accessories,13.0,8.0,,,,,,,,,,,,,,,,1.0,
1807.0,Fit Life Personal Gym,Fitness,13.0,1.0,,,,,,,,,,,,,,,,1.0,
1808.0,Cartier,Fashion,13.0,10.0,,,,,,,,,,,,,,,,1.0,
1809.0,Dimitriadis Action Stores,Outdoor & Sports Equipment Retail,13.0,4.0,,,,,,,,,,,,,,,,1.0,
1810.0,Edikted,Fashion,13.0,6.0,,,,,,,,,,,,,,,,1.0,
1811.0,Ekdromi.gr,Travel,13.0,2.0,,,,,,,,,,,,,,,,1.0,
1812.0,Cavo Tagoo Mykonos,Hospitality,13.0,9.0,,,,,,,,,,,,,,,,2.0,Cavo Tagoo | Cavo Tagoo Mykonos
1813.0,Amazon,Retail,13.0,12.0,,,,,,,,,,,,,,,,2.0,Amazon | Amazon Go
1814.0,Christina Vantsi,Fitness,13.0,1.0,,,,,,,,,,,,,,,,1.0,
1815.0,GL Show,Entertainment,13.0,2.0,,,,,,,,,,,,,,,,1.0,
1816.0,Fashion City Outlet,Fashion,13.0,5.0,,,,,,,,,,,,,,,,1.0,
1817.0,Fashion Cuisine,Food & Beverage,13.0,9.0,,,,,,,,,,,,,,,,1.0,
1818.0,Fashion Limousine,Fashion,13.0,1.0,,,,,,,,,,,,,,,,1.0,
1819.0,Finetsato,Fashion,13.0,2.0,,,,,,,,,,,,,,,,1.0,
1820.0,Kickstart challenge,Fitness,13.0,3.0,,,,,,,,,,,,,,,,2.0,Kickstart Challenge (by alexatziss) | Kickstart challenge
1821.0,Personal Brand Formula,Education,13.0,3.0,,,,,,,,,,,,,,,,2.0,Personal Brand Formula | Personal Brand Formula Course
1822.0,Polanik,Sporting Goods Manufacturing,13.0,1.0,,,,,,,,,,,,,,,,1.0,
1823.0,Princess of Fashion,Fashion,13.0,4.0,,,,,,,,,,,,,,,,1.0,
1824.0,PURITO SEOUL,Beauty,13.0,7.0,,,,,,,,,,,,,,,,1.0,
1825.0,Sam Burgers,Food,13.0,8.0,,,,,,,,,,,,,,,,1.0,
1826.0,Nikos Apergis,Entertainment,13.0,4.0,,,,,,,,,,,,,,,,1.0,
1827.0,Nirvana,Food,13.0,12.0,,,,,,,,,,,,,,,,1.0,
1828.0,M&M's,Confectionery,13.0,13.0,,,,,,,,,,,,,,,,1.0,
1829.0,Jenny.gr,Entertainment,13.0,2.0,,,,,,,,,,,,,,,,1.0,
1830.0,My Elements,Dietary Supplements,13.0,9.0,,,,,,,,,,,,,,,,1.0,
1831.0,Nas.Co,Construction & Home Renovation,13.0,3.0,,,,,,,,,,,,,,,,1.0,
1832.0,JW PEI,Fashion,13.0,13.0,,,,,,,,,,,,,,,,1.0,
1833.0,Kawasaki,Automotive,13.0,5.0,,,,,,,,,,,,,,,,1.0,
1834.0,KIKO,Beauty,13.0,13.0,,,,,,,,,,,,,,,,1.0,
1835.0,NOUNOU,Dairy,13.0,12.0,,,,,,,,,,,,,,,,1.0,
1836.0,NOW Foods,Health,13.0,8.0,,,,,,,,,,,,,,,,1.0,
1837.0,Mamas & Papas,Baby & Kids Fashion,13.0,3.0,,,,,,,,,,,,,,,,1.0,
1838.0,Aenaon,Beauty,13.0,3.0,,,,,,,,,,,,,,,,1.0,
1839.0,Alpha Bank,Banking / Financial Services,13.0,11.0,,,,,,,,,,,,,,,,1.0,
1840.0,Moons & Spoons,Food,13.0,11.0,,,,,,,,,,,,,,,,1.0,
1841.0,Morfat,Dairy,13.0,5.0,,,,,,,,,,,,,,,,1.0,
1842.0,Ladurée,Confectionery,13.0,13.0,,,,,,,,,,,,,,,,1.0,
1843.0,Elxis Books,Book Publishing,13.0,3.0,,,,,,,,,,,,,,,,1.0,
1844.0,Esencia Studio,Apparel / Fashion,13.0,3.0,,,,,,,,,,,,,,,,1.0,
1845.0,Mpar Mpee Kiou,Food,13.0,4.0,,,,,,,,,,,,,,,,1.0,
1846.0,Bissell,Cleaning Products,13.0,11.0,,,,,,,,,,,,,,,,1.0,
1847.0,Byredo,Beauty,13.0,9.0,,,,,,,,,,,,,,,,1.0,
1848.0,CD by Cristin Diamantidou,Fashion,13.0,1.0,,,,,,,,,,,,,,,,1.0,
1849.0,Celtiva Jewels,Fashion,13.0,4.0,,,,,,,,,,,,,,,,1.0,
1850.0,ChartVerse,Digital Distribution / Music,13.0,2.0,,,,,,,,,,,,,,,,1.0,
1851.0,The Travel Lens,Travel,13.0,4.0,,,,,,,,,,,,,,,,2.0,The Travel Lens | The Travellens
1852.0,Universal Music Group,Music,13.0,8.0,,,,,,,,,,,,,,,,3.0,Universal Music | Universal Music Company | Universal Music Group
1853.0,Shamone club,Entertainment,13.0,10.0,,,,,,,,,,,,,,,,2.0,Shamone | Shamone club
1854.0,Stranger Things (Netflix),Entertainment,13.0,13.0,,,,,,,,,,,,,,,,2.0,Stranger Things | Stranger Things (Netflix)
1855.0,Love Shoes,Fashion,13.0,6.0,,,,,,,,,,,,,,,,3.0,Love Shoes | Love Shoes Greece | Lovely
1856.0,Euphoria Suites & Studios,Travel / Hospitality,13.0,3.0,,,,,,,,,,,,,,,,2.0,Euphoria Suites | Euphoria Suites & Studios
1857.0,Vasw Konti,Fashion,13.0,3.0,,,,,,,,,,,,,,,,3.0,Vasw Konti | Vasw Konti Jewelry | vasw_konti
1858.0,Skouras Cosmetics,Beauty,13.0,7.0,,,,,,,,,,,,,,,,2.0,Skouras Camp | Skouras Cosmetics
1859.0,Anna's Tsiken,Fast Food,13.0,9.0,,,,,,,,,,,,,,,,1.0,
1860.0,Aperol Spritz,Alcoholic Beverages,13.0,13.0,,,,,,,,,,,,,,,,1.0,
1861.0,Ο Ψαράς της Οικογένειας,Food,13.0,7.0,,,,,,,,,,,,,,,,1.0,
1862.0,Kurt Geiger,Fashion,13.0,10.0,,,,,,,,,,,,,,,,1.0,
1863.0,Laboboniera Telioridis,Business,13.0,3.0,,,,,,,,,,,,,,,,1.0,
1864.0,Toblerone,Confectionery,13.0,11.0,,,,,,,,,,,,,,,,1.0,
1865.0,Tomorrowland,Entertainment,13.0,6.0,,,,,,,,,,,,,,,,1.0,
1866.0,My Ikona,E-commerce / Personalized Gifts,13.0,12.0,,,,,,,,,,,,,,,,2.0,My Ikona | My Ikona Lab
1867.0,Giorgia P.,Fashion,13.0,7.0,,,,,,,,,,,,,,,,2.0,Giorgia P | Giorgia P.
1868.0,Jerry's Foodtruck,Food,13.0,3.0,,,,,,,,,,,,,,,,2.0,Jerry's Food Truck | Jerry's Foodtruck
1869.0,Inna Beauty Academy,Beauty,13.0,4.0,,,,,,,,,,,,,,,,2.0,Inna Beauty Academy | Innas Beauty Academy
1870.0,Nissos Beer,Alcohol / Beer,13.0,6.0,,,,,,,,,,,,,,,,1.0,
1871.0,Anesis Home,Home,13.0,5.0,,,,,,,,,,,,,,,,1.0,
1872.0,Sorelle Beauty Salon,Beauty,13.0,2.0,,,,,,,,,,,,,,,,1.0,
1873.0,Spark Records,Music,13.0,2.0,,,,,,,,,,,,,,,,1.0,
1874.0,Stella Island Luxury Resort & Spa,Luxury Hospitality & Resorts,13.0,4.0,,,,,,,,,,,,,,,,1.0,
1875.0,Stella McCartney,Fashion,13.0,8.0,,,,,,,,,,,,,,,,1.0,
1876.0,Elena Athanasiou,Fashion,13.0,4.0,,,,,,,,,,,,,,,,1.0,
1877.0,Elroel,Beauty,13.0,4.0,,,,,,,,,,,,,,,,1.0,
1878.0,Paul Mitchell,Beauty,13.0,9.0,,,,,,,,,,,,,,,,1.0,
1879.0,W7 Cosmetics,Beauty,13.0,7.0,,,,,,,,,,,,,,,,1.0,
1880.0,Taycan,Food & Beverage,13.0,9.0,,,,,,,,,,,,,,,,1.0,
1881.0,THE ANTIAGERS,Aesthetic Medicine & Plastic Surgery,13.0,1.0,,,,,,,,,,,,,,,,1.0,
1882.0,The Fashion Project,Apparel & Fashion Retail,13.0,7.0,,,,,,,,,,,,,,,,1.0,
1883.0,Skydive Athens,Entertainment,13.0,6.0,,,,,,,,,,,,,,,,1.0,
1884.0,Stoli,Alcohol,13.0,10.0,,,,,,,,,,,,,,,,1.0,
1885.0,Supreme,Apparel,13.0,9.0,,,,,,,,,,,,,,,,1.0,
1886.0,Swatch,Fashion,13.0,8.0,,,,,,,,,,,,,,,,1.0,
1887.0,Vinteli by Vivian Chatzeli,Fashion,13.0,3.0,,,,,,,,,,,,,,,,1.0,
1888.0,The Greek Butcher,Food,13.0,1.0,,,,,,,,,,,,,,,,1.0,
1889.0,Ticketservices.gr,Business,13.0,10.0,,,,,,,,,,,,,,,,1.0,
1890.0,To Milou,Fashion,13.0,2.0,,,,,,,,,,,,,,,,1.0,
1891.0,Koulourades,Bakery and Coffee Shop,13.0,6.0,,,,,,,,,,,,,,,,1.0,
1892.0,Yiannis Athanasopoulos,Health,13.0,3.0,,,,,,,,,,,,,,,,1.0,
1893.0,Tzimas Cosmetics,Beauty,13.0,10.0,,,,,,,,,,,,,,,,1.0,
1894.0,V&M LIBERIS,Beauty,13.0,3.0,,,,,,,,,,,,,,,,1.0,
1895.0,Varoulko Seaside,Food,13.0,3.0,,,,,,,,,,,,,,,,1.0,
1896.0,Minore SKG,Food / Entertainment,13.0,9.0,,,,,,,,,,,,,,,,3.0,Minor Music | Minore | Minore SKG
1897.0,Mrs. Soupe,Culinary Content / Recipe Platform,13.0,4.0,,,,,,,,,,,,,,,,2.0,Mrs Soupe | Mrs. Soupe
1898.0,Angelos Prosotsanlis Business & PD Consulting,Business Consulting,13.0,3.0,,,,,,,,,,,,,,,,3.0,Angelos Prosotsanlis / Angel of Mind | Angelos Prosotsanlis / Business & PD Consulting | Angelos Prosotsanlis Business & PD Consulting
1899.0,Abstracto,Fashion,13.0,4.0,,,,,,,,,,,,,,,,2.0,Abstracto | Abstracto Clothing
1900.0,Plus-Plus,Toys,13.0,7.0,,,,,,,,,,,,,,,,2.0,Plus Plus | Plus-Plus
1901.0,Kimoco,Beauty,13.0,12.0,,,,,,,,,,,,,,,,2.0,KIMOCO Beauty | Kimoco
1902.0,Minoas Publications,Book Publishing,13.0,9.0,,,,,,,,,,,,,,,,2.0,Minoas Books | Minoas Publications
1903.0,natalie_brateli,Self-Improvement,13.0,2.0,,,,,,,,,,,,,,,,2.0,Natalie Brateli | natalie_brateli
1904.0,George Koumentos Physiotherapy,Health,13.0,4.0,,,,,,,,,,,,,,,,2.0,George Koumentos Physiotherapist | George Koumentos Physiotherapy
1905.0,Mastic Spa,Beauty,13.0,7.0,,,,,,,,,,,,,,,,1.0,
1906.0,Minerva Underwear,Apparel / Sleepwear,13.0,10.0,,,,,,,,,,,,,,,,1.0,
1907.0,Likno Boutique,Fashion,13.0,1.0,,,,,,,,,,,,,,,,1.0,
1908.0,Luigi Footwear,Fashion,13.0,11.0,,,,,,,,,,,,,,,,1.0,
1909.0,Lunnea Beauty,Beauty,13.0,5.0,,,,,,,,,,,,,,,,1.0,
1910.0,Corona,Alcoholic Beverages,13.0,11.0,,,,,,,,,,,,,,,,1.0,
1911.0,Cookoovaya,Food,13.0,5.0,,,,,,,,,,,,,,,,1.0,
1912.0,Gianna Kazakou,Fashion,13.0,2.0,,,,,,,,,,,,,,,,1.0,
1913.0,TechItSerious,Entertainment,13.0,11.0,,,,,,,,,,,,,,,,2.0,Tech It Serious | TechItSerious
1914.0,AMILA,Fitness,13.0,4.0,,,,,,,,,,,,,,,,1.0,
1915.0,Hulu,Beauty,13.0,12.0,,,,,,,,,,,,,,,,1.0,
1916.0,Ilias Palioudakis,Entertainment,13.0,2.0,,,,,,,,,,,,,,,,1.0,
1917.0,Gagos Design,Interior Design,13.0,2.0,,,,,,,,,,,,,,,,1.0,
1918.0,Galanis in House,Furniture,13.0,2.0,,,,,,,,,,,,,,,,1.0,
1919.0,Ghost of Yotei,Gaming,13.0,7.0,,,,,,,,,,,,,,,,1.0,
1920.0,Wicked,Entertainment,13.0,13.0,,,,,,,,,,,,,,,,3.0,Wicked | Wicked (Movie) | Wicked (Universal Pictures)
1921.0,Fitness House by Penny,Fitness,13.0,1.0,,,,,,,,,,,,,,,,1.0,
1922.0,Fjällräven,Fashion,13.0,10.0,,,,,,,,,,,,,,,,1.0,
1923.0,Gregio,Fashion,13.0,2.0,,,,,,,,,,,,,,,,1.0,
1924.0,H&M Home,Home,13.0,9.0,,,,,,,,,,,,,,,,1.0,
1925.0,Hamsa Beauty Salon,Beauty,13.0,3.0,,,,,,,,,,,,,,,,1.0,
1926.0,Hartini Poli,Books,13.0,2.0,,,,,,,,,,,,,,,,1.0,
1927.0,Havaianas,Fashion,13.0,12.0,,,,,,,,,,,,,,,,1.0,
1928.0,HUGO,Fashion,13.0,9.0,,,,,,,,,,,,,,,,1.0,
1929.0,Zwdia Simera,Astrology,12.0,2.0,,,,,,,,,,,,,,,,2.0,Zwdia Simera | zwdiasimera
1930.0,Stan & Stefan,Jewelry,12.0,4.0,,,,,,,,,,,,,,,,2.0,Stan & Stefan | Stan & Stefan Jewelry
1931.0,Shark Beauty,Beauty,12.0,8.0,,,,,,,,,,,,,,,,2.0,Shark | Shark Beauty
1932.0,Skiadareses,Music,12.0,8.0,,,,,,,,,,,,,,,,2.0,Skiadareses | Skiadaresses
1933.0,Issey Miyake,Beauty,12.0,4.0,,,,,,,,,,,,,,,,2.0,Issey Miyake | Issey Miyake Parfums
1934.0,isyourgirlelena,Digital Content/Nutrition/Food,12.0,6.0,,,,,,,,,,,,,,,,3.0,isyourgirlelena | isyourgirlelena (Digital Product/E-book) | isyourgirlelena E-books
1935.0,Vasopap Travel,Travel,12.0,5.0,,,,,,,,,,,,,,,,2.0,Vasopap Travel | vaso_pap_travel
1936.0,WebSupplies.gr,E-commerce / Retail,12.0,8.0,,,,,,,,,,,,,,,,2.0,WebSupplies.gr | Websupplies
1937.0,Crypto.com,Finance,12.0,7.0,,,,,,,,,,,,,,,,2.0,Crypto.com | CryptoNews
1938.0,Body Action,Fashion,12.0,8.0,,,,,,,,,,,,,,,,2.0,Body Action | Body Action (BDA)
1939.0,medi.SAaesthetics,Beauty,12.0,5.0,,,,,,,,,,,,,,,,2.0,Medi SA Aesthetics | medi.SAaesthetics
1940.0,FML Treasures,Apparel,12.0,2.0,,,,,,,,,,,,,,,,2.0,FML Treasures | fml.treasures
1941.0,Escape Dream Travel,Travel,12.0,6.0,,,,,,,,,,,,,,,,2.0,Escape Dream | Escape Dream Travel
1942.0,GlowBerry,Beauty,12.0,12.0,,,,,,,,,,,,,,,,2.0,GlowBerry | Glowberry.gr
1943.0,Moth and Rose Tattoo,Beauty,12.0,9.0,,,,,,,,,,,,,,,,2.0,Moth and Rose Tattoo | Moth and Rose Tattoo Shop
1944.0,Meat It,Food,12.0,3.0,,,,,,,,,,,,,,,,2.0,Meat It | Meatit.gr
1945.0,Happi Hobbi,Art & Craft Supplies,12.0,12.0,,,,,,,,,,,,,,,,2.0,Happi Hobbi | HappiHobbi
1946.0,Maloutas & Synergates,Accounting / Business Consulting,12.0,2.0,,,,,,,,,,,,,,,,2.0,Maloutas & Synergates | Maloutas K. Synergates
1947.0,Rice Up,Food,12.0,6.0,,,,,,,,,,,,,,,,2.0,Rice Up | Rice Up!
1948.0,Akis Food Tour,Entertainment,12.0,5.0,,,,,,,,,,,,,,,,2.0,Akis Food Tour | Akis' Food Tour
1949.0,Πολύ Κουλ,Education,12.0,7.0,,,,,,,,,,,,,,,,2.0,Πολύ Κουλ | Πολύ Κουλ (Poly Cool)
1950.0,Poly Pink,Beauty,12.0,3.0,,,,,,,,,,,,,,,,2.0,Poly Pink | PolyPink
1951.0,Mykonos Princess,Hospitality,12.0,3.0,,,,,,,,,,,,,,,,2.0,Mykonos Princess | Mykonos Princess Hotel
1952.0,Make-A-Wish Greece,Non-profit / Charity,12.0,7.0,,,,,,,,,,,,,,,,2.0,Make-A-Wish | Make-A-Wish Greece
1953.0,Luben,Entertainment,12.0,3.0,,,,,,,,,,,,,,,,2.0,Luben | Luben.tv
1954.0,Sense Shop,Fashion,12.0,8.0,,,,,,,,,,,,,,,,2.0,Sense Shop | Senseshop
1955.0,Feedél Urban Gastronomy,Food,12.0,2.0,,,,,,,,,,,,,,,,2.0,Feedél Urban Gastronomy | Feedέλ Urban Gastronomy
1956.0,Green Goose,Beauty,12.0,3.0,,,,,,,,,,,,,,,,2.0,Green Goose | Green-goose
1957.0,Hairway,Beauty,12.0,6.0,,,,,,,,,,,,,,,,2.0,Hair Boutique | Hairway
1958.0,Voodoo Club Athens,Entertainment,12.0,1.0,,,,,,,,,,,,,,,,1.0,
1959.0,W7,Beauty,12.0,10.0,,,,,,,,,,,,,,,,1.0,
1960.0,Weber,Appliances / Cooking,12.0,8.0,,,,,,,,,,,,,,,,1.0,
1961.0,Yum Guilt Free,Confectionery / Cafe,12.0,6.0,,,,,,,,,,,,,,,,1.0,
1962.0,Βιολογικό Χωριό,Retail,12.0,2.0,,,,,,,,,,,,,,,,1.0,
1963.0,Timberland,Apparel,12.0,9.0,,,,,,,,,,,,,,,,1.0,
1964.0,Ultra Fighters GYM,Fitness,12.0,3.0,,,,,,,,,,,,,,,,1.0,
1965.0,Vasilis Plytarias,Music,12.0,1.0,,,,,,,,,,,,,,,,1.0,
1966.0,SOCIALIGHT,Digital Marketing / Social Media Agency,12.0,7.0,,,,,,,,,,,,,,,,1.0,
1967.0,STAY SOCIAL,Business,12.0,2.0,,,,,,,,,,,,,,,,1.0,
1968.0,Pure Lux Concierge,Luxury Travel and Concierge Services,12.0,2.0,,,,,,,,,,,,,,,,1.0,
1969.0,Le Petit Jewelry,Fashion,12.0,1.0,,,,,,,,,,,,,,,,1.0,
1970.0,Lian Li,Computer Hardware,12.0,4.0,,,,,,,,,,,,,,,,1.0,
1971.0,The Digital Media Queen,Business,12.0,2.0,,,,,,,,,,,,,,,,1.0,
1972.0,The Meet Market,Entertainment,12.0,5.0,,,,,,,,,,,,,,,,1.0,
1973.0,Thodoris Verlis,Entertainment,12.0,2.0,,,,,,,,,,,,,,,,1.0,
1974.0,Asimenio,Jewelry,12.0,4.0,,,,,,,,,,,,,,,,4.0,Asimenio | Asimenio Jewellery | Asimenio Jewelry | asimenio.gr
1975.0,JokerMan,Fast Food / Restaurant,12.0,11.0,,,,,,,,,,,,,,,,1.0,
1976.0,Hansaplast,First Aid / Consumer Health Care,12.0,5.0,,,,,,,,,,,,,,,,1.0,
1977.0,Harley-Davidson,Automotive,12.0,12.0,,,,,,,,,,,,,,,,1.0,
1978.0,One Living Capsules by Costas Gagos,Real Estate,12.0,2.0,,,,,,,,,,,,,,,,1.0,
1979.0,Parkside,DIY (Do It Yourself),12.0,4.0,,,,,,,,,,,,,,,,1.0,
1980.0,Parousiasi,Business,12.0,4.0,,,,,,,,,,,,,,,,1.0,
1981.0,Shell,Automotive,12.0,10.0,,,,,,,,,,,,,,,,1.0,
1982.0,Signature Travel,Travel,12.0,2.0,,,,,,,,,,,,,,,,1.0,
1983.0,Silver Cross,Baby / Child Products,12.0,10.0,,,,,,,,,,,,,,,,1.0,
1984.0,Sissy Feida Interiors,Home,12.0,1.0,,,,,,,,,,,,,,,,1.0,
1985.0,SKWEEK,Entertainment,12.0,3.0,,,,,,,,,,,,,,,,1.0,
1986.0,Real Greek Dairies,Food,12.0,2.0,,,,,,,,,,,,,,,,1.0,
1987.0,Sake Tattoo Crew,Art,12.0,7.0,,,,,,,,,,,,,,,,1.0,
1988.0,Senol,Bakery / Cafe,12.0,10.0,,,,,,,,,,,,,,,,1.0,
1989.0,Serifosland,Culture & Entertainment,12.0,3.0,,,,,,,,,,,,,,,,1.0,
1990.0,Nereides Cruises,Tourism,12.0,10.0,,,,,,,,,,,,,,,,1.0,
1991.0,MILIAN JO,Beauty,12.0,6.0,,,,,,,,,,,,,,,,1.0,
1992.0,Milkwhite,Apparel and Fashion,12.0,10.0,,,,,,,,,,,,,,,,1.0,
1993.0,Morphe,Beauty,12.0,8.0,,,,,,,,,,,,,,,,1.0,
1994.0,Pat McGrath Labs,Beauty,12.0,12.0,,,,,,,,,,,,,,,,1.0,
1995.0,Psychogios Publications,Books / Publishing,12.0,8.0,,,,,,,,,,,,,,,,1.0,
1996.0,Mantalos Plastic Surgery,Beauty,12.0,6.0,,,,,,,,,,,,,,,,1.0,
1997.0,Massimo Dutti,Fashion,12.0,11.0,,,,,,,,,,,,,,,,1.0,
1998.0,Media Planners,Business,12.0,10.0,,,,,,,,,,,,,,,,1.0,
1999.0,Greenery Concrete Designs,Home & Living / Handcrafted Decor,12.0,1.0,,,,,,,,,,,,,,,,1.0,
